player,position,team,is_active,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,otc_id,gsis_id
Darius Robinson,IDL,Cardinals,True,2024,4.0,13.869328,3.467332,13.869328,0.013999999999999999,16.356467,4.089117,16.356467,11635,00-0039854
Jordan Elliott,IDL,Titans,True,2026,2.0,8.0,4.0,3.24,0.013000000000000001,8.0,4.0,3.24,8828,00-0036266
Thomas Booker,IDL,Raiders,True,2026,1.0,3.674,3.674,0.0,0.012,3.674,3.674,0.0,10195,00-0037262
Solomon Thomas,IDL,Titans,True,2025,2.0,6.0,3.0,3.0,0.011000000000000001,6.472779,3.23639,3.23639,5587,00-0033870
Kayden McDonald,IDL,Texans,True,2026,4.0,12.904752,3.226188,12.904756,0.011000000000000001,12.904752,3.226188,12.904756,13180,00-0041440
Shelby Harris,IDL,Giants,True,2026,1.0,3.0,3.0,2.66,0.01,3.0,3.0,2.66,3174,00-0031270
Christen Miller,IDL,Saints,True,2026,4.0,11.795622,2.948906,11.795622,0.01,11.795622,2.948906,11.795622,13186,00-0041390
Ruke Orhorhoro,IDL,JAX/ATL,True,2024,4.0,9.916126,2.479032,8.735167,0.01,11.694351,2.923588,10.301614,11643,00-0039733
Tommy Togiai,IDL,Texans,True,2025,1.0,2.68,2.68,2.295,0.01,2.891175,2.891175,2.475838,9596,00-0036883
Jer'Zhan Newton,IDL,Commanders,True,2024,4.0,9.75799,2.439498,8.432355,0.01,11.507857,2.876965,9.9445,11644,00-0039906
T.J. Sanders,IDL,Bills,True,2025,4.0,10.645408,2.661352,10.072496,0.01,11.48423,2.871057,10.866174,12401,00-0040724
John Ridgeway,IDL,Saints,True,2026,2.0,5.715,2.8575,1.65,0.009000000000000001,5.715,2.8575,1.65,10223,00-0037283
T'Vondre Sweat,IDL,NYJ/TEN,True,2024,4.0,9.55244,2.38811,7.926795,0.009000000000000001,11.265446,2.816362,9.34828,11646,00-0039886
Alfred Collins,IDL,49ers,True,2025,4.0,10.306904,2.576726,9.071886,0.009000000000000001,11.119053,2.779763,9.786719,12403,00-0040721
Braden Fiske,IDL,Rams,True,2024,4.0,9.410122,2.352531,7.643653,0.009000000000000001,11.097607,2.774402,9.014363,11647,00-0039734
Lacale London,IDL,Falcons,True,2026,1.0,2.75,2.75,0.75,0.009000000000000001,2.75,2.75,0.75,9411,00-0036204
Otito Ogbonnia,IDL,Cowboys,True,2026,1.0,2.75,2.75,2.0,0.009000000000000001,2.75,2.75,2.0,10205,00-0037270
Lee Hunter,IDL,Panthers,True,2026,4.0,10.072894,2.518224,9.507805,0.008,10.072894,2.518224,9.507805,13193,00-0041478
Andrew Billings,IDL,Cardinals,True,2026,1.0,2.5,2.5,0.7,0.008,2.5,2.5,0.7,4835,00-0033066
Maason Smith,IDL,ATL/JAX,True,2024,4.0,8.0186,2.00465,5.703444,0.008,9.456548,2.364137,6.726223,11656,00-0039889
Kris Jenkins Jr.,IDL,Bengals,True,2024,4.0,7.860464,1.965116,5.480322,0.008,9.270054,2.317513,6.463089,11657,00-0039908
Gervon Dexter,IDL,ATL/CHI,True,2023,4.0,6.723732,1.680933,3.695612,0.006999999999999999,9.008844,2.252211,4.951594,10877,00-0039070
John Jenkins,IDL,Ravens,True,2025,1.0,2.0,2.0,0.345,0.006999999999999999,2.157593,2.157593,0.372185,2226,00-0030070
Michael Hall Jr.,IDL,Browns,True,2024,4.0,7.069828,1.767457,4.37941,0.006999999999999999,8.337636,2.084409,5.164754,11662,00-0039895
Kalia Davis,IDL,Browns,True,2026,1.0,2.0,2.0,1.745,0.006999999999999999,2.0,2.0,1.745,10265,00-0037832
Jonathan Bullard,IDL,Cowboys,True,2026,1.0,2.0,2.0,1.5,0.006999999999999999,2.0,2.0,1.5,4785,00-0033093
Broderick Washington,IDL,Ravens,True,2026,1.0,2.0,2.0,2.0,0.006999999999999999,2.0,2.0,2.0,8910,00-0036081
Shemar Turner,IDL,Bears,True,2025,4.0,7.220286,1.805072,4.423048,0.006,7.78922,1.947305,4.771569,12422,00-0040741
Omarr Norman-Lott,IDL,Chiefs,True,2025,4.0,7.200376,1.800094,4.317355,0.006,7.767741,1.941935,4.657548,12423,00-0040748
Byron Young,IDL,LV/PHI,True,2023,4.0,5.66871,1.417178,1.122696,0.006,7.595264,1.898817,1.504253,10894,00-0038978
Tyler Onyedim,IDL,Broncos,True,2026,4.0,7.385316,1.846329,1.83114,0.006,7.385316,1.846329,1.83114,13210,00-0041552
Darius Alexander,IDL,Giants,True,2025,4.0,6.76207,1.690518,1.557868,0.006,7.294898,1.823725,1.680623,12425,00-0040694
Kobie Turner,IDL,Rams,True,2023,4.0,5.39147,1.347868,0.921068,0.006,7.223802,1.805951,1.2341,10913,00-0039138
Vernon Broughton,IDL,Saints,True,2025,4.0,6.637796,1.659449,1.467488,0.006,7.160832,1.790208,1.583121,12431,00-0040642
Chris McClellan,IDL,Packers,True,2026,4.0,7.09607,1.774018,1.620776,0.006,7.09607,1.774018,1.620776,13221,00-0040869
Brandon Pili,IDL,Seahawks,True,2026,1.0,1.765,1.765,0.75,0.006,1.765,1.765,0.75,11435,00-0038694
Albert Regis,IDL,Jaguars,True,2026,4.0,7.00201,1.750503,1.552372,0.006,7.00201,1.750503,1.552372,13225,00-0041045
Domonique Orange,IDL,Vikings,True,2026,4.0,6.982836,1.745709,1.538424,0.006,6.982836,1.745709,1.538424,13226,00-0041046
Jamaree Caldwell,IDL,Chargers,True,2025,4.0,6.313266,1.578317,1.231464,0.006,6.81073,1.702683,1.328499,12446,00-0040144
Sai'vion Jones,IDL,Broncos,True,2025,4.0,6.161184,1.540296,1.12086,0.006,6.646664,1.661666,1.20918,12461,00-0040153
DeWayne Carter,IDL,Bills,True,2024,4.0,5.618048,1.404512,0.905852,0.005,6.625513,1.656378,1.068295,11703,00-0039873
Eyioma Uwazurike,IDL,Broncos,True,2022,4.0,4.425872,1.106468,0.765872,0.005,6.402847,1.600712,1.107976,10161,00-0038106
Colby Wooden,IDL,GB/NO/IND,True,2023,4.0,4.607928,1.151982,0.767928,0.005,6.173968,1.543492,1.028914,10940,00-0038387
Tyler Lacy,IDL,JAX/DET,True,2023,4.0,4.52712,1.13178,0.68712,0.005,6.065696,1.516424,0.920643,10954,00-0038940
Jonathan Ford,IDL,Packers,True,2026,1.0,1.5,1.5,0.1,0.005,1.5,1.5,0.1,10279,00-0037094
Greg Gaines,IDL,Bills,True,2026,1.0,1.4875,1.4875,0.1375,0.005,1.4875,1.4875,0.1375,7925,00-0035667
Mario Edwards Jr.,IDL,Texans,True,2026,1.0,1.4875,1.4875,1.4875,0.005,1.4875,1.4875,1.4875,3883,00-0032265
Jerry Tillery,IDL,Colts,True,2026,1.0,1.4875,1.4875,0.9375,0.005,1.4875,1.4875,0.9375,7819,00-0035674
Matt Dickerson,IDL,Jaguars,True,2026,1.0,1.45,1.45,0.1,0.005,1.45,1.45,0.1,7192,00-0034657
Brandon Dorlus,IDL,Falcons,True,2024,4.0,4.842396,1.210599,0.822396,0.005,5.710766,1.427692,0.969873,11717,00-0039859
Deone Walker,IDL,Bills,True,2025,4.0,5.247052,1.311763,1.047052,0.005,5.660502,1.415125,1.129556,12469,00-0040710
Darrell Jackson Jr.,IDL,Jets,True,2026,4.0,5.65162,1.412905,1.27162,0.005,5.65162,1.412905,1.27162,13247,00-0041549
Ty Robinson,IDL,Eagles,True,2025,4.0,5.235668,1.308917,1.035668,0.005,5.648221,1.412055,1.117275,12471,00-0040662
Kaleb Proctor,IDL,Cardinals,True,2026,4.0,5.64382,1.410955,1.26382,0.005,5.64382,1.410955,1.26382,13248,00-0041555
C.J. West,IDL,49ers,True,2025,4.0,5.211092,1.302773,1.011092,0.005,5.621708,1.405427,1.090763,12473,00-0040711
Gracen Halton,IDL,49ers,True,2026,4.0,5.620824,1.405206,1.240824,0.005,5.620824,1.405206,1.240824,13251,00-0041557
Karl Brooks,IDL,Packers,True,2023,4.0,4.052028,1.013007,0.212028,0.005,5.429141,1.357285,0.284087,11003,00-0038398
Scott Matlock,IDL,Chargers,True,2023,4.0,4.012292,1.003073,0.172292,0.004,5.3759,1.343975,0.230847,11024,00-0038614
Dante Stills,IDL,Cardinals,True,2023,4.0,3.973332,0.993333,0.133332,0.004,5.323699,1.330925,0.178646,11037,00-0038623
Desjuan Johnson,IDL,Rams,True,2023,4.0,3.917784,0.979446,0.077784,0.004,5.249273,1.312318,0.104219,11083,00-0039061
Moro Ojomo,IDL,Eagles,True,2023,4.0,3.917784,0.979446,0.077784,0.004,5.249273,1.312318,0.104219,11073,00-0038412
Joshua Farmer,IDL,Patriots,True,2025,4.0,4.865816,1.216454,0.665816,0.004,5.249226,1.312306,0.71828,12497,00-0040171
Tonka Hemingway,IDL,Raiders,True,2025,4.0,4.865816,1.216454,0.665816,0.004,5.249226,1.312306,0.71828,12495,00-0040169
Folorunso Fatukasi,IDL,Raiders,True,2026,1.0,1.3,1.3,0.0,0.004,1.3,1.3,0.0,7065,00-0034275
Rakeem Nunez-Roches,IDL,Buccaneers,True,2026,1.0,1.3,1.3,0.3,0.004,1.3,1.3,0.3,4065,00-0031957
Shy Tuttle,IDL,Commanders,True,2026,1.0,1.3,1.3,0.0,0.004,1.3,1.3,0.0,8360,00-0035409
L.T. Overton,IDL,Cowboys,True,2026,4.0,5.169036,1.292259,0.789036,0.004,5.169036,1.292259,0.789036,13281,00-0040880
Cam'Ron Jackson,IDL,Panthers,True,2025,4.0,4.673156,1.168289,0.473156,0.004,5.041385,1.260346,0.510439,12500,00-0040174
Rylie Mills,IDL,Seahawks,True,2025,4.0,4.6675,1.166875,0.4675,0.004,5.035283,1.258821,0.504337,12502,00-0040647
Jordan Phillips,IDL,Dolphins,True,2025,4.0,4.658304,1.164576,0.458304,0.004,5.025362,1.256341,0.494417,12503,00-0040175
Ty Hamilton,IDL,Rams,True,2025,4.0,4.638588,1.159647,0.438588,0.004,5.004093,1.251023,0.473147,12508,00-0040585
Logan Lee,IDL,Steelers,True,2024,4.0,4.240072,1.060018,0.220072,0.004,5.000429,1.250107,0.259537,11786,00-0039389
Zachary Carter,IDL,Cardinals,True,2025,2.0,2.315,1.1575,0.0,0.004,2.497414,1.248707,0.0,10140,00-0037804
Mekhi Wingo,IDL,Lions,True,2024,4.0,4.2068,1.0517,0.1868,0.004,4.961191,1.240298,0.220298,11797,00-0039396
Tyler Davis,IDL,Rams,True,2024,4.0,4.202552,1.050638,0.182552,0.004,4.956181,1.239045,0.215288,11804,00-0039749
Khristian Boyd,IDL,Saints,True,2024,4.0,4.198828,1.049707,0.178828,0.004,4.951789,1.237947,0.210897,11807,00-0039401
Yahya Black,IDL,Steelers,True,2025,4.0,4.579836,1.144959,0.379836,0.004,4.940711,1.235178,0.409766,12524,00-0040188
Nick Barrett,IDL,Chargers,True,2026,4.0,4.92312,1.23078,0.54312,0.004,4.92312,1.23078,0.54312,13289,00-0041072
DeMonte Capehart,IDL,Buccaneers,True,2026,4.0,4.88216,1.22054,0.50216,0.004,4.88216,1.22054,0.50216,13299,00-0041079
Levi Drake Rodriguez,IDL,Vikings,True,2024,4.0,4.125988,1.031497,0.105988,0.004,4.865887,1.216472,0.124994,11840,00-0039421
Jonah Laulu,IDL,LV/IND,True,2024,4.0,4.12452,1.03113,0.10452,0.004,4.864156,1.216039,0.123263,11842,00-0039423
James Lynch,IDL,Bears,True,2026,1.0,1.215,1.215,0.0,0.004,1.215,1.215,0.0,8870,00-0036337
JJ Pegues,IDL,Raiders,True,2025,4.0,4.46714,1.116785,0.26714,0.004,4.819135,1.204784,0.28819,12540,00-0040199
Phidarian Mathis,IDL,Bills,True,2026,1.0,1.195,1.195,0.025,0.004,1.195,1.195,0.025,10092,00-0038099
Warren Brinson,IDL,Packers,True,2025,4.0,4.426384,1.106596,0.226384,0.004,4.775168,1.193792,0.244222,12558,00-0040016
Zane Durant,IDL,Bills,True,2026,4.0,4.759476,1.189869,0.379476,0.004,4.759476,1.189869,0.379476,13325,00-0041091
Aeneas Peebles,IDL,Ravens,True,2025,4.0,4.37428,1.09357,0.17428,0.004,4.718958,1.17974,0.188013,12570,00-0040076
Jackie Marshall,IDL,Titans,True,2026,4.0,4.703124,1.175781,0.0,0.004,4.703124,1.175781,0.0,13328,00-0040892
Jordon Riley,IDL,Packers,True,2025,2.0,2.175,1.0875,0.0,0.004,2.346383,1.173191,0.0,11067,00-0038506
Cory Durden,IDL,Patriots,True,2025,2.0,2.175,1.0875,0.0,0.004,2.346383,1.173191,0.0,11404,00-0038653
Bobby Jamison-Travis,IDL,Giants,True,2026,4.0,4.689576,1.172394,0.309576,0.004,4.689576,1.172394,0.309576,13330,00-0041095
Skyler Gill-Howard,IDL,Lions,True,2026,4.0,4.643292,1.160823,0.263292,0.004,4.643292,1.160823,0.263292,13349,00-0041447
Zeek Biggers,IDL,Dolphins,True,2025,4.0,4.301672,1.075418,0.101672,0.004,4.640629,1.160157,0.109683,12613,00-0040248
Anterio Thompson,IDL,Falcons,True,2026,4.0,4.634632,1.158658,0.254632,0.004,4.634632,1.158658,0.254632,13352,00-0041484
Gabriel Rubio,IDL,Steelers,True,2026,4.0,4.6269,1.156725,0.2469,0.004,4.6269,1.156725,0.2469,13354,00-0041400
Jordan van den Berg,IDL,Bears,True,2026,4.0,4.611608,1.152902,0.231608,0.004,4.611608,1.152902,0.231608,13357,00-0041110
Matt Henningsen,IDL,Broncos,True,2026,1.0,1.145,1.145,0.0,0.004,1.145,1.145,0.0,10251,00-0037303
Landon Robinson,IDL,Bengals,True,2026,4.0,4.542284,1.135571,0.162284,0.004,4.542284,1.135571,0.162284,13370,00-0041118
Elijah Chatman,IDL,Browns,True,2025,2.0,2.035,1.0175,0.0,0.004,2.195351,1.097676,0.0,12289,00-0039764
Taki Taimani,IDL,Vikings,True,2025,2.0,2.035,1.0175,0.0,0.004,2.195351,1.097676,0.0,12246,00-0039720
Connor O'Toole,IDL,Seahawks,True,2025,3.0,2.995,0.998333,0.264,0.004,3.230996,1.076998,0.284802,12943,00-0040061
Leonard Taylor,IDL,Patriots,True,2026,1.0,1.075,1.075,0.0,0.004,1.075,1.075,0.0,12103,00-0039289
Jalen Redmond,IDL,Vikings,True,2026,1.0,1.075,1.075,0.0,0.004,1.075,1.075,0.0,11086,00-0038778
Jaden Crumedy,IDL,GB/HOU,True,2026,1.0,1.075,1.075,0.0,0.004,1.075,1.075,0.0,11808,00-0039402
Bill Murray,IDL,Rams,True,2026,1.0,1.075,1.075,0.0,0.004,1.075,1.075,0.0,9277,00-0036093
Jowon Briggs,IDL,Jets,True,2026,1.0,1.075,1.075,0.0,0.004,1.075,1.075,0.0,11851,00-0039431
Jordan Jackson,IDL,Broncos,True,2026,1.0,1.075,1.075,0.0,0.004,1.075,1.075,0.0,10239,00-0037294
Nazir Stackhouse,IDL,Titans,True,2025,3.0,2.98,0.993333,0.165,0.004,3.214814,1.071604,0.178001,12860,00-0040041
B.J. Green II,IDL,Jaguars,True,2025,3.0,2.9675,0.989167,0.0825,0.004,3.201329,1.06711,0.089001,12973,00-0040329
James Thompson Jr.,IDL,49ers,True,2026,3.0,3.13,1.043333,0.2775,0.003,3.13,1.043333,0.2775,13808,00-0041363
Kevin Jobity Jr.,IDL,Steelers,True,2026,3.0,3.13,1.043333,0.03,0.003,3.13,1.043333,0.03,13499,00-0041261
Rene Konga,IDL,Dolphins,True,2026,3.0,3.13,1.043333,0.2775,0.003,3.13,1.043333,0.2775,13433,00-0041136
Aaron Hall,IDL,Panthers,True,2026,3.0,3.125,1.041667,0.2725,0.003,3.125,1.041667,0.2725,13745,00-0041148
Bryson Eason,IDL,Chiefs,True,2026,3.0,3.125,1.041667,0.2725,0.003,3.125,1.041667,0.2725,13806,00-0041358
Jayden Loving,IDL,Bears,True,2026,3.0,3.12,1.04,0.245,0.003,3.12,1.04,0.245,13674,00-0041171
Deshawn McKnight,IDL,Buccaneers,True,2026,3.0,3.11,1.036667,0.2575,0.003,3.11,1.036667,0.2575,13776,00-0041339
Kelvin Gilliam,IDL,Cowboys,True,2026,3.0,3.105,1.035,0.05,0.003,3.105,1.035,0.05,13652,00-0040933
Basil Okoye,IDL,BAL/NYG,True,2026,1.0,1.005,1.005,0.0,0.003,1.005,1.005,0.0,11520,00-0039176
Elijah Simmons,IDL,Buccaneers,True,2025,2.0,1.845,0.9225,0.0,0.003,1.99038,0.99519,0.0,12855,00-0040384
Keith Cooper,IDL,Dolphins,True,2026,2.0,1.935,0.9675,0.0,0.003,1.935,0.9675,0.0,12925,00-0040655
Anthony Campbell,IDL,Packers,True,2026,1.0,0.885,0.885,0.0,0.003,0.885,0.885,0.0,13095,00-0040689
TeRah Edwards,IDL,Panthers,True,2026,1.0,0.885,0.885,0.0,0.003,0.885,0.885,0.0,12692,00-0040458
Tim Smith,IDL,Colts,True,2026,1.0,0.885,0.885,0.0,0.003,0.885,0.885,0.0,12550,00-0040207
Ricky Barber,IDL,Commanders,True,2026,1.0,0.885,0.885,0.0,0.003,0.885,0.885,0.0,12949,00-0040314
Byron Cowart,IDL,Commanders,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,7950,00-0035278
Levi Onwuzurike,IDL,Lions,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,9505,00-0036954
Timmy Horne,IDL,Titans,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,10451,00-0037585
Jalyn Holmes,IDL,Titans,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,6987,00-0034264
Mazi Smith,IDL,Dolphins,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,10850,00-0038545
Kevin Givens,IDL,49ers,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,8215,00-0035026
Naquan Jones,IDL,Vikings,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,9800,00-0036695
Chris Williams,IDL,Browns,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,9180,00-0035857
Sam Kamara,IDL,Browns,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,9873,00-0036705
Josh Tupou,IDL,Giants,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,6022,00-0033347
Deven Eastern,IDL,Seahawks,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13386,00-0040904
Eric Gregory,IDL,Patriots,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12714,00-0040371
Marcus Harris,IDL,Chiefs,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11855,00-0039433
Jahvaree Ritzie,IDL,Vikings,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12838,00-0040572
T.J. Bollers,IDL,Jaguars,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13539,00-0041204
Jordan Miller,IDL,Dolphins,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12066,00-0039570
Bill Norton,IDL,Rams,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12813,00-0040595
Cameron Ball,IDL,Colts,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13517,00-0041225
Terry Webb,IDL,Chargers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13613,00-0041386
Laki Tasi,IDL,Titans,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12619,
Elijah Garcia,IDL,Cowboys,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,10580,00-0037051
Brandon Cleveland,IDL,Raiders,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13373,00-0040902
Jared Harrison-Hunte,IDL,Cardinals,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12718,00-0040283
Junior Tafuna,IDL,Texans,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12864,00-0040414
Ben Stille,IDL,Lions,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,10517,00-0037356
Chris Smith,IDL,Lions,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11482,00-0038661
Jeremiah Pharms,IDL,Patriots,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,10800,00-0037711
Jordan Jefferson,IDL,Chargers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11724,00-0039743
Cam Horsley,IDL,Cardinals,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12732,00-0040517
Tim Keenan III,IDL,Raiders,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13376,00-0041534
Jeffrey M'ba,IDL,Commanders,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13403,00-0040864
Tommy Dunn,IDL,Cowboys,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13651,00-0040931
Jayson Jones,IDL,Buccaneers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12757,00-0040105
Howard Cross III,IDL,Bengals,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12676,00-0040369
Damonic Williams,IDL,Cardinals,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13782,00-0041369
Parker Petersen,IDL,Panthers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13750,00-0041151
Zacch Pickens,IDL,Falcons,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,10888,00-0038937
Kyler Baugh,IDL,Steelers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12096,00-0039609
Sebastian Valdez,IDL,49ers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12877,00-0040560
Gabe Hall,IDL,Eagles,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11995,00-0039265
Jack Heflin,IDL,Jets,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,9893,00-0036788
Uar Bernard,IDL,Eagles,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13395,00-0041580
Jay'Viar Suggs,IDL,Saints,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13760,00-0041335
Rayshaun Benny,IDL,Ravens,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13394,00-0040907
Zion Logue,IDL,Browns,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11805,00-0039400
Payton Page,IDL,Jets,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12817,00-0040404
David Olajiga,IDL,Ravens,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12257,
DaQuan Jones,IDL,Patriots,True,2026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3051,00-0031054
Micah Parsons,ED,Packers,True,2025,4.0,186.0,46.5,120.0,0.16699999999999998,200.65616,50.16404,129.455587,9476,00-0036932
Will Anderson Jr.,ED,Texans,True,2026,3.0,150.0,50.0,100.063749,0.166,150.0,50.0,100.063749,10827,00-0039108
Aidan Hutchinson,ED,Lions,True,2025,4.0,180.0,45.0,55.722,0.161,194.183381,48.545845,60.112702,10047,00-0037236
Nick Bosa,ED,49ers,True,2023,5.0,170.0,34.0,88.0,0.151,227.775801,45.55516,117.907473,7793,00-0035717
T.J. Watt,ED,Steelers,True,2025,3.0,123.0,41.0,108.0,0.147,132.691977,44.230659,116.510029,5614,00-0033886
Myles Garrett,ED,CLE/LAR,True,2025,4.0,160.0,40.0,88.8,0.14300000000000002,172.60745,43.151862,95.797135,5585,00-0033868
Danielle Hunter,ED,Texans,True,2026,1.0,40.1,40.1,39.6,0.133,40.1,40.1,39.6,3936,00-0031565
Maxx Crosby,ED,BAL/LV,True,2025,3.0,106.5,35.5,62.5,0.127,114.891834,38.297278,67.424785,7897,00-0034973
Josh Hines-Allen,ED,Jaguars,True,2024,5.0,141.25,28.25,76.5,0.111,166.579875,33.315975,90.218481,7798,00-0035642
Brian Burns,ED,Giants,True,2024,5.0,141.0,28.2,76.0,0.11,166.285043,33.257009,89.628818,7807,00-0035713
Montez Sweat,ED,Bears,True,2023,4.0,98.0,24.5,41.965,0.109,131.30605,32.826512,56.227126,7817,00-0035647
Jonathan Greenard,ED,Eagles,True,2026,2.0,60.0,30.0,50.0,0.1,60.0,30.0,50.0,8830,00-0036224
Jaelan Phillips,ED,Panthers,True,2026,4.0,120.0,30.0,60.0,0.1,120.0,30.0,60.0,9482,00-0036934
Nik Bonitto,ED,Broncos,True,2025,4.0,106.0,26.5,38.346,0.095,114.352436,28.588109,41.367533,10109,00-0037249
Trey Hendrickson,ED,Ravens,True,2026,4.0,112.0,28.0,60.0,0.09300000000000001,112.0,28.0,60.0,5689,00-0033935
Travon Walker,ED,Jaguars,True,2026,4.0,110.0,27.5,50.0,0.091,110.0,27.5,50.0,10046,00-0037235
Andrew Van Ginkel,ED,Vikings,True,2025,1.0,23.0,23.0,22.44,0.08199999999999999,24.812321,24.812321,24.208195,7942,00-0035272
Odafe Oweh,ED,Commanders,True,2026,4.0,96.0,24.0,50.6,0.08,96.0,24.0,50.6,9495,00-0036940
George Karlaftis,ED,Chiefs,True,2025,4.0,88.0,22.0,32.0,0.079,94.934097,23.733524,34.52149,10075,00-0037192
Alex Highsmith,ED,Steelers,True,2023,4.0,68.0,17.0,17.01,0.076,91.11032,22.77758,22.790979,8842,00-0036333
Gregory Rousseau,ED,Bills,True,2025,4.0,80.0,20.0,49.0,0.07200000000000001,86.303725,21.575931,52.861032,9494,00-0036914
John Franklin-Myers,ED,Titans,True,2026,3.0,63.0,21.0,42.0,0.07,63.0,21.0,42.0,7020,00-0034805
Josh Sweat,ED,Cardinals,True,2025,4.0,76.4,19.1,38.0,0.068,82.420057,20.605014,40.994269,7015,00-0034381
Boye Mafe,ED,Bengals,True,2026,3.0,60.0,20.0,19.0,0.066,60.0,20.0,19.0,10085,00-0038133
Chase Young,ED,Saints,True,2025,3.0,51.0,17.0,27.17,0.061,55.018625,18.339542,29.310903,8742,00-0036321
Khalil Mack,ED,Chargers,True,2026,1.0,18.0,18.0,18.0,0.06,18.0,18.0,18.0,2944,00-0031040
Carl Granderson,ED,Saints,True,2023,4.0,52.0,13.0,22.13,0.057999999999999996,69.672598,17.418149,29.65105,8353,00-0035402
Dayo Odeyingbo,ED,Bears,True,2025,3.0,48.0,16.0,29.5,0.057,51.782235,17.260745,31.824499,9518,00-0036480
Arik Armstead,ED,Jaguars,True,2024,3.0,43.5,14.5,28.0,0.057,51.300705,17.100235,33.021143,3865,00-0032164
Kwity Paye,ED,Raiders,True,2026,3.0,48.0,16.0,25.738,0.053,48.0,16.0,25.738,9485,00-0036479
Rashan Gary,ED,Cowboys,True,2026,2.0,32.0,16.0,16.0,0.053,32.0,16.0,16.0,7803,00-0034967
Jonathon Cooper,ED,Broncos,True,2024,4.0,54.0,13.5,16.731111,0.053,63.683634,15.920908,19.731443,9703,00-0036952
Harold Landry,ED,Patriots,True,2025,3.0,43.5,14.5,26.0,0.052000000000000005,46.92765,15.64255,28.048711,6926,00-0034828
